Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
lemon,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      lemon/lemon_2_4_188 (nan)      tomato/tomato_1_4_101 (nan)      ,lemon/lemon_2_4_188 (nan) lemon/lemon_2_4_188 (nan) ,lemon/lemon_2_4_188 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
Total - lemon,,,,,,,,0.5966666666666667,1.0,0.5166666666666666,0.6666666666666667
 ,,,,,,,,,,,
bowl,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
bowl,food_jar/food_jar_3_4_80 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
bowl,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
bowl,food_jar/food_jar_3_4_80 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
bowl,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
bowl,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
bowl,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
bowl,food_jar/food_jar_3_4_80 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
bowl,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
bowl,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
Total - bowl,,,,,,,,0.5266666666666666,1.0,0.5166666666666666,0.65
 ,,,,,,,,,,,
food,food_jar/food_jar_3_4_80 (nan)      food_bag/food_bag_1_2_138 (nan)      cereal_box/cereal_box_2_4_33 (nan)      ,food_bag/food_bag_1_2_138 (nan) cereal_box/cereal_box_2_4_33 (nan) food_bag/food_bag_1_2_138 (nan) ,food_jar/food_jar_3_4_80 (nan) food_bag/food_bag_1_2_138 (nan) cereal_box/cereal_box_2_4_33 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
food,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_bag/food_bag_1_2_138 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,food_bag/food_bag_1_2_138 (nan) ,food_jar/food_jar_3_4_80 (nan) food_bag/food_bag_1_2_138 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
food,glue_stick/glue_stick_1_4_146 (nan)      food_bag/food_bag_1_2_138 (nan)      camera/camera_2_1_72 (nan)      cereal_box/cereal_box_2_4_33 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,food_bag/food_bag_1_2_138 (nan) cereal_box/cereal_box_2_4_33 (nan) ,food_jar/food_jar_3_4_80 (nan) food_bag/food_bag_1_2_138 (nan) cereal_box/cereal_box_2_4_33 (nan) ,2.0,3.0,1.0,0.0,0.833333333333,0.666666666667,1.0,0.8
food,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_bag/food_bag_1_2_138 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,food_bag/food_bag_1_2_138 (nan) ,food_jar/food_jar_3_4_80 (nan) food_bag/food_bag_1_2_138 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
food,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_bag/food_bag_1_2_138 (nan)      tomato/tomato_1_4_101 (nan)      ,food_bag/food_bag_1_2_138 (nan) ,food_jar/food_jar_3_4_80 (nan) food_bag/food_bag_1_2_138 (nan) ,1.0,2.0,1.0,0.0,0.75,0.5,1.0,0.666666666667
food,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_bag/food_bag_1_2_138 (nan)      cereal_box/cereal_box_2_4_33 (nan)      ,food_bag/food_bag_1_2_138 (nan) cereal_box/cereal_box_2_4_33 (nan) ,food_jar/food_jar_3_4_80 (nan) food_bag/food_bag_1_2_138 (nan) cereal_box/cereal_box_2_4_33 (nan) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
food,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_bag/food_bag_1_2_138 (nan)      cereal_box/cereal_box_2_4_33 (nan)      ,food_bag/food_bag_1_2_138 (nan) cereal_box/cereal_box_2_4_33 (nan) food_bag/food_bag_1_2_138 (nan) ,food_jar/food_jar_3_4_80 (nan) food_bag/food_bag_1_2_138 (nan) cereal_box/cereal_box_2_4_33 (nan) ,2.0,0.0,1.0,1.0,0.5,0.666666666667,0.666666666667,0.666666666667
food,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_bag/food_bag_1_2_138 (nan)      cereal_box/cereal_box_2_4_33 (nan)      tomato/tomato_1_4_101 (nan)      ,food_bag/food_bag_1_2_138 (nan) cereal_box/cereal_box_2_4_33 (nan) ,food_jar/food_jar_3_4_80 (nan) food_bag/food_bag_1_2_138 (nan) cereal_box/cereal_box_2_4_33 (nan) ,2.0,2.0,1.0,0.0,0.8,0.666666666667,1.0,0.8
food,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_bag/food_bag_1_2_138 (nan)      cereal_box/cereal_box_2_4_33 (nan)      ,food_bag/food_bag_1_2_138 (nan) cereal_box/cereal_box_2_4_33 (nan) ,food_jar/food_jar_3_4_80 (nan) food_bag/food_bag_1_2_138 (nan) cereal_box/cereal_box_2_4_33 (nan) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
food,glue_stick/glue_stick_1_4_146 (nan)      food_bag/food_bag_1_2_138 (nan)      garlic/garlic_7_1_74 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,food_bag/food_bag_1_2_138 (nan) ,food_jar/food_jar_3_4_80 (nan) food_bag/food_bag_1_2_138 (nan) ,1.0,4.0,1.0,0.0,0.833333333333,0.5,1.0,0.666666666667
Total - food,,,,,,,,0.715,0.6,0.9333333333333332,0.72
 ,,,,,,,,,,,
digital,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_can/food_can_10_4_167 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
digital,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_can/food_can_10_4_167 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
digital,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
digital,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_can/food_can_10_4_167 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
digital,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_can/food_can_10_4_167 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
digital,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
digital,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
digital,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
digital,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
digital,food_can/food_can_10_4_167 (nan)      glue_stick/glue_stick_1_4_146 (nan)      garlic/garlic_7_1_74 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,camera/camera_2_1_72 (nan) ,camera/camera_2_1_72 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - digital,,,,,,,,0.7983333333333333,1.0,0.6666666666666666,0.7666666666666666
 ,,,,,,,,,,,
vegetable,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      potato/potato_5_1_106 (nan)      ,potato/potato_5_1_106 (nan) potato/potato_5_1_106 (nan) ,potato/potato_5_1_106 (nan) tomato/tomato_1_4_101 (nan) ,1.0,2.0,1.0,1.0,0.6,0.5,0.5,0.5
vegetable,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      potato/potato_5_1_106 (nan)      ,potato/potato_5_1_106 (nan) potato/potato_5_1_106 (nan) ,potato/potato_5_1_106 (nan) tomato/tomato_1_4_101 (nan) ,1.0,2.0,1.0,1.0,0.6,0.5,0.5,0.5
vegetable,glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      potato/potato_5_1_106 (nan)      ,potato/potato_5_1_106 (nan) ,potato/potato_5_1_106 (nan) lime/lime_4_1_15 (nan) tomato/tomato_1_4_101 (nan) ,1.0,3.0,2.0,0.0,0.666666666667,0.333333333333,1.0,0.5
vegetable,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      potato/potato_5_1_106 (nan)      ,potato/potato_5_1_106 (nan) potato/potato_5_1_106 (nan) ,potato/potato_5_1_106 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
vegetable,food_jar/food_jar_3_4_80 (nan)      potato/potato_5_1_106 (nan)      ,potato/potato_5_1_106 (nan) potato/potato_5_1_106 (nan) potato/potato_5_1_106 (nan) ,potato/potato_5_1_106 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
vegetable,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      potato/potato_5_1_106 (nan)      ,potato/potato_5_1_106 (nan) potato/potato_5_1_106 (nan) ,potato/potato_5_1_106 (nan) tomato/tomato_1_4_101 (nan) ,1.0,2.0,1.0,1.0,0.6,0.5,0.5,0.5
vegetable,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      potato/potato_5_1_106 (nan)      ,potato/potato_5_1_106 (nan) potato/potato_5_1_106 (nan) ,potato/potato_5_1_106 (nan) tomato/tomato_1_4_101 (nan) ,1.0,2.0,1.0,1.0,0.6,0.5,0.5,0.5
vegetable,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      potato/potato_5_1_106 (nan)      ,potato/potato_5_1_106 (nan) potato/potato_5_1_106 (nan) potato/potato_5_1_106 (nan) ,potato/potato_5_1_106 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
vegetable,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      potato/potato_5_1_106 (nan)      ,potato/potato_5_1_106 (nan) ,potato/potato_5_1_106 (nan) tomato/tomato_1_4_101 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
vegetable,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      potato/potato_5_1_106 (nan)      ,potato/potato_5_1_106 (nan) potato/potato_5_1_106 (nan) potato/potato_5_1_106 (nan) ,potato/potato_5_1_106 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
Total - vegetable,,,,,,,,0.5199999999999999,0.6833333333333333,0.5499999999999999,0.5333333333333333
 ,,,,,,,,,,,
colgate,food_can/food_can_10_4_167 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      toothpaste/toothpaste_1_4_71 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
colgate,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
colgate,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
colgate,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
colgate,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
colgate,food_can/food_can_10_4_167 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      toothpaste/toothpaste_1_4_71 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
colgate,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
colgate,food_can/food_can_10_4_167 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      toothpaste/toothpaste_1_4_71 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
colgate,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
colgate,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
Total - colgate,,,,,,,,0.7166666666666666,1.0,0.6333333333333333,0.7333333333333334
 ,,,,,,,,,,,
used,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      calculator/calculator_3_4_11 (nan)      tomato/tomato_1_4_101 (nan)      ,calculator/calculator_3_4_11 (nan) ,calculator/calculator_3_4_11 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
used,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      calculator/calculator_3_4_11 (nan)      ,calculator/calculator_3_4_11 (nan) calculator/calculator_3_4_11 (nan) ,calculator/calculator_3_4_11 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
used,food_jar/food_jar_3_4_80 (nan)      calculator/calculator_3_4_11 (nan)      ,calculator/calculator_3_4_11 (nan) calculator/calculator_3_4_11 (nan) calculator/calculator_3_4_11 (nan) ,calculator/calculator_3_4_11 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
used,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      calculator/calculator_3_4_11 (nan)      tomato/tomato_1_4_101 (nan)      ,calculator/calculator_3_4_11 (nan) ,calculator/calculator_3_4_11 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
used,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      calculator/calculator_3_4_11 (nan)      tomato/tomato_1_4_101 (nan)      ,calculator/calculator_3_4_11 (nan) ,calculator/calculator_3_4_11 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
used,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      calculator/calculator_3_4_11 (nan)      ,calculator/calculator_3_4_11 (nan) calculator/calculator_3_4_11 (nan) ,calculator/calculator_3_4_11 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
used,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      calculator/calculator_3_4_11 (nan)      tomato/tomato_1_4_101 (nan)      ,calculator/calculator_3_4_11 (nan) calculator/calculator_3_4_11 (nan) ,calculator/calculator_3_4_11 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
used,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      calculator/calculator_3_4_11 (nan)      tomato/tomato_1_4_101 (nan)      ,calculator/calculator_3_4_11 (nan) ,calculator/calculator_3_4_11 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
used,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      calculator/calculator_3_4_11 (nan)      tomato/tomato_1_4_101 (nan)      ,calculator/calculator_3_4_11 (nan) calculator/calculator_3_4_11 (nan) ,calculator/calculator_3_4_11 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
used,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      calculator/calculator_3_4_11 (nan)      tomato/tomato_1_4_101 (nan)      ,calculator/calculator_3_4_11 (nan) calculator/calculator_3_4_11 (nan) calculator/calculator_3_4_11 (nan) ,calculator/calculator_3_4_11 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
Total - used,,,,,,,,0.7433333333333333,1.0,0.6666666666666666,0.7666666666666667
 ,,,,,,,,,,,
clean,food_jar/food_jar_3_4_80 (nan)      sponge/sponge_5_4_261 (nan)      ,sponge/sponge_5_4_261 (nan) sponge/sponge_5_4_261 (nan) sponge/sponge_5_4_261 (nan) ,sponge/sponge_5_4_261 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
clean,sponge/sponge_5_4_261 (nan)      glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,sponge/sponge_5_4_261 (nan) ,sponge/sponge_5_4_261 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
clean,sponge/sponge_5_4_261 (nan)      glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,sponge/sponge_5_4_261 (nan) ,sponge/sponge_5_4_261 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
clean,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      sponge/sponge_5_4_261 (nan)      tomato/tomato_1_4_101 (nan)      ,sponge/sponge_5_4_261 (nan) ,sponge/sponge_5_4_261 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
clean,food_jar/food_jar_3_4_80 (nan)      sponge/sponge_5_4_261 (nan)      ,sponge/sponge_5_4_261 (nan) sponge/sponge_5_4_261 (nan) sponge/sponge_5_4_261 (nan) ,sponge/sponge_5_4_261 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
clean,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      sponge/sponge_5_4_261 (nan)      tomato/tomato_1_4_101 (nan)      ,sponge/sponge_5_4_261 (nan) sponge/sponge_5_4_261 (nan) ,sponge/sponge_5_4_261 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
clean,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      sponge/sponge_5_4_261 (nan)      tomato/tomato_1_4_101 (nan)      ,sponge/sponge_5_4_261 (nan) ,sponge/sponge_5_4_261 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
clean,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      sponge/sponge_5_4_261 (nan)      tomato/tomato_1_4_101 (nan)      ,sponge/sponge_5_4_261 (nan) sponge/sponge_5_4_261 (nan) ,sponge/sponge_5_4_261 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
clean,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      sponge/sponge_5_4_261 (nan)      tomato/tomato_1_4_101 (nan)      ,sponge/sponge_5_4_261 (nan) sponge/sponge_5_4_261 (nan) sponge/sponge_5_4_261 (nan) ,sponge/sponge_5_4_261 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
clean,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      sponge/sponge_5_4_261 (nan)      tomato/tomato_1_4_101 (nan)      ,sponge/sponge_5_4_261 (nan) sponge/sponge_5_4_261 (nan) ,sponge/sponge_5_4_261 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
Total - clean,,,,,,,,0.6799999999999999,1.0,0.6499999999999999,0.75
 ,,,,,,,,,,,
plate,glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      plate/plate_6_1_64 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,plate/plate_6_1_64 (nan) ,plate/plate_6_1_64 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
