Token,Type,0-apple/apple_1_1_188,0-ball/ball_1_2_185,0-banana/banana_2_4_195,0-bell_pepper/bell_pepper_1_4_138,0-binder/binder_3_2_50,0-bowl/bowl_1_1_179,0-calculator/calculator_3_4_11,0-camera/camera_2_1_72,0-cap/cap_4_2_163,0-cell_phone/cell_phone_1_2_110,0-cereal_box/cereal_box_2_4_33,0-coffee_mug/coffee_mug_3_2_160,0-comb/comb_1_4_193,0-dry_battery/dry_battery_1_1_65,0-flashlight/flashlight_3_1_142,0-food_bag/food_bag_1_2_138,0-food_box/food_box_5_2_134,0-food_can/food_can_10_4_167,0-food_cup/food_cup_2_2_74,0-food_jar/food_jar_3_4_80,0-garlic/garlic_7_1_74,0-glue_stick/glue_stick_1_4_146,0-greens/greens_1_2_89,0-hand_towel/hand_towel_4_4_38,0-instant_noodles/instant_noodles_1_1_119,0-keyboard/keyboard_5_4_130,0-kleenex/kleenex_3_4_214,0-lemon/lemon_2_4_188,0-lightbulb/lightbulb_4_1_36,0-lime/lime_4_1_15,0-marker/marker_4_1_75,0-mushroom/mushroom_3_2_154,0-notebook/notebook_2_1_170,0-onion/onion_4_2_44,0-orange/orange_3_1_145,0-peach/peach_3_2_234,0-pear/pear_2_4_64,0-pitcher/pitcher_2_1_44,0-plate/plate_6_1_64,0-pliers/pliers_4_1_184,0-potato/potato_5_1_106,0-rubber_eraser/rubber_eraser_3_4_143,0-scissors/scissors_3_4_107,0-shampoo/shampoo_6_1_230,0-soda_can/soda_can_3_4_5,0-sponge/sponge_5_4_261,0-stapler/stapler_3_4_88,0-tomato/tomato_1_4_101,0-toothbrush/toothbrush_4_2_39,0-toothpaste/toothpaste_1_4_71,0-water_bottle/water_bottle_7_1_97
pot,object,1.0431171197487229e-06,9.571181753270339e-05,1.2479183091677143e-08,7.719068106209168e-08,1.9879732301366098e-08,7.942636062020954e-07,1.798683268288288e-05,0.0069184827209071865,5.772882579741383e-07,1.105322720332833e-05,3.766198448916318e-09,0.007328032956893251,3.3368304000690117e-07,0.00021214894405067694,0.004597541660238122,3.5322731157552893e-09,1.3381320339476706e-06,4.724103149048236e-06,5.558185879415461e-14,0.0012827910315564184,0.0007959844441923803,0.0004646191989764599,3.5846778597350715e-08,3.3428420561053524e-06,6.419263649115314e-07,6.989195531776178e-06,2.729279188281643e-07,1.605889997644689e-06,1.3047223933314858e-09,4.7868356981989555e-09,4.229770881959574e-05,6.788015147194465e-05,0.00022302981924788933,4.831607941691923e-05,1.0687930812623333e-05,2.6387144879436493e-06,2.9278827079892482e-05,0.9999577870012364,0.0001685860242259366,0.00021020806357854407,0.00016576197094156074,0.0003638002467313988,4.143003730462603e-08,1.8251368584233622e-09,1.0623641386755066e-05,2.0252688107418225e-05,5.841524704890674e-08,7.191821379998634e-05,4.175303859049504e-08,8.427974450114818e-09,3.830817440936242e-06
potato,object,7.65800787150397e-15,2.802441005672792e-10,3.5380054670466883e-12,5.932386787681147e-32,1.4333672834796733e-17,8.670887970707933e-24,4.3456982622977885e-13,7.405307352735332e-21,2.287958165141626e-07,9.658075821070162e-13,1.0557567342928949e-20,1.0097712809406997e-08,0.010507698352800451,1.4591171878950165e-09,1.3642118691928837e-10,5.111733360260119e-16,2.2122054411273685e-12,7.538511898046695e-08,6.59713780676135e-12,3.6680895565593795e-08,0.30099058429113096,5.695949591370125e-05,4.355895008616116e-08,3.002022706091821e-10,2.3405283892050947e-10,3.7916130892630835e-10,2.6772034062237977e-11,1.6595398770763533e-16,1.3904569313377384e-29,2.8824392132373424e-09,3.541505502674985e-07,0.015443178475019696,1.720297213972333e-17,0.45725515086052504,9.295726849799326e-20,6.51741187837093e-13,0.0005832030418428377,7.830882410787582e-06,0.0011392750375819583,8.927828557786855e-06,0.9999999999232196,1.5178446158073546e-10,1.2000143156216024e-29,4.053044649496658e-16,3.142997913697779e-08,2.4136561885651096e-14,4.300743796709124e-15,4.1755623854589044e-05,5.980643951457365e-12,2.135897189263997e-17,2.4182668461375034e-10
pretzel,object,3.086880203952838e-08,0.00019866464796664297,5.2148013700325614e-17,8.693683219919804e-13,3.61636973228586e-13,7.889293452200691e-05,4.517699669048829e-05,1.7237811705280062e-05,3.729403522107007e-16,1.2437352298286462e-06,0.006896036407719346,1.7425771756934162e-07,0.0017538513113756992,0.00010224184322679266,0.0022980307077638132,0.021944265904631628,0.9999704696435676,2.7494169218151095e-07,5.220574527407433e-13,0.0008637308382224353,3.2005001185728615e-08,2.3105171785769876e-07,3.005029566688736e-08,1.0751023224963037e-10,0.0010954226994866266,1.278504398104616e-05,7.062599734996672e-05,4.659254102525569e-05,1.252597323000264e-13,1.997917304902626e-12,2.2942904733689217e-05,3.537598999922917e-13,1.7674131431424738e-07,2.363667023482387e-07,1.1444884458931678e-08,1.1235029476329617e-08,2.349699864217642e-05,0.0001223629612191589,3.5361960802104e-05,0.0035424045526927174,6.909656942434632e-05,0.00012483984506970013,2.81292501869911e-08,6.115221797361266e-13,1.1736860582427275e-05,2.8346467819972e-06,1.8683450975460618e-07,6.078390282836921e-06,4.2434109641663285e-10,3.0105479159601102e-09,1.6238412679046837e-08
pretzels,object,1.2527502187342877e-09,1.5968286363327478e-07,4.341855392710712e-27,3.730502002885938e-12,4.933577090153194e-13,1.262284039402221e-07,2.6621874829074325e-10,6.670975470515404e-06,1.2544261095176077e-12,1.4379428625889202e-07,1.0706849833856563e-13,2.616844581117434e-06,0.0015548168496749978,3.364207849839886e-05,4.933314285565648e-07,0.051738730063014736,0.006744239011619426,7.25447207210033e-07,9.454399474124802e-22,6.510817400938624e-10,3.2751511968997488e-09,6.824516064817542e-06,8.998460862440146e-15,1.0627774203771232e-08,5.960730967710142e-06,5.7361857584345385e-06,9.260401816283533e-08,9.573329261977553e-08,4.3075618581453004e-05,1.0229101588595727e-17,9.063319161060586e-08,3.4082568266478492e-12,2.0451554651445724e-10,1.4845434367393675e-07,7.362509024343234e-07,5.362526853283057e-09,2.7979695727609784e-08,0.0066327827730588125,4.867174449113025e-10,8.719197720066205e-05,2.2083112209262857e-08,7.035173878103279e-05,4.155464912098945e-13,2.9184415664125155e-20,1.1946666088458843e-05,1.1551836950213152e-06,2.330499339468799e-08,9.593568799003781e-08,4.57783100997758e-17,9.451967686560353e-11,9.24885470749082e-16
product,object,6.706438834791002e-10,3.762962549669324e-19,1.3422958369180959e-15,8.48367365358032e-13,1.5955535121235785e-21,2.5031457262518326e-14,6.039482032102907e-23,1.9557366801204913e-08,6.509434565294693e-09,1.1265893570657692e-26,1.404267811683091e-18,8.324879819255065e-14,2.0943598650015326e-26,4.1995822304433436e-23,3.627135661390889e-08,1.461989983440511e-09,7.340837578369939e-14,4.702777609790998e-10,0.9220520980702853,3.4998757663394736e-21,3.705045310915239e-09,0.0004538521703388594,6.081744162708602e-11,5.723631406618939e-10,6.253979657905303e-13,5.008839167442877e-10,5.930797600629765e-12,1.906584847564286e-07,7.405811103043385e-23,2.959470879425885e-19,5.246084041961278e-07,2.3140833089062232e-05,3.108498315731613e-15,3.476257611973252e-11,4.953832948852764e-11,1.4412188347972587e-07,2.0853608846748374e-10,3.140303452769119e-07,2.045841269259803e-09,2.4012038473260417e-25,1.1574507991075691e-07,0.00024180761893419513,8.333468114778033e-34,0.9998990827749044,2.4137055267209938e-12,1.2595037418544688e-09,6.194828626935646e-09,4.387322653320394e-07,4.55573737916044e-17,1.6396963725372336e-17,0.9999910157478501
purple,object,1.4488435808815718e-13,3.069924309164176e-09,1.6639302474064647e-73,1.201286053810354e-128,1.5352308206758783e-14,3.4967935068839898e-22,1.8996097233805951e-87,3.655175507268191e-43,1.0402803868942115e-36,1.2175199211815637e-28,1.3083116890459363e-10,1.337259868621394e-41,1.9822648073498265e-08,1.2327089082982141e-30,3.522719003164006e-15,2.3642154286366228e-23,2.5148624713163063e-15,1.0344910993454333e-38,1.1346420725445436e-85,1.9842403023561808e-07,9.379320389713348e-49,1.0114599779337145e-18,2.79096514644372e-54,5.050552303431282e-07,1.4160916128582298e-42,4.227631698140498e-25,3.0134770166990166e-15,1.2842097880854944e-44,3.945652269529783e-24,5.31012341280558e-59,4.165111871258906e-24,9.541352419040072e-78,9.886844364014775e-22,2.9117273961015217e-47,5.975083595044652e-138,1.9089149571137683e-42,6.453802168688824e-34,6.6947133320196675e-34,5.069903163448762e-58,3.5514370121777825e-29,1.0102815433128364e-65,1.4864566739816158e-18,3.917650289317935e-11,5.042994611136969e-38,7.247856328102159e-88,0.9999950245802721,9.477250767973755e-20,1.2950008530240563e-33,0.9999999999454072,5.231092852443377e-22,1.4930195400872692e-29
ramen,object,4.710716655934987e-21,1.9313200359154806e-15,5.783223089225641e-16,4.1078829865251345e-14,9.191222399221367e-07,4.134719391600009e-09,9.080101890114456e-10,1.4641552233619844e-12,3.232939986452647e-07,9.045303769793182e-12,1.4377756818537605e-09,4.260783734102614e-07,7.07111230359309e-05,2.5146521519172524e-06,0.0004538938952054138,6.0118432828019415e-09,9.391780769816715e-06,1.3318383024494225e-09,3.959239632752581e-15,2.8422889850675183e-07,2.6764432704148445e-07,9.542627958053698e-05,0.01882398601998712,0.00015619294309399345,0.9999998129157258,1.3895476359295904e-08,0.000154131584506017,1.3430694115870387e-10,4.937730058681109e-07,3.350640750280477e-14,1.0573504478664092e-08,1.070688301422159e-09,6.196177628339493e-07,4.246690938147901e-05,9.082657004540396e-08,7.674406943943882e-15,6.30697806588979e-07,7.857525379175065e-13,1.150216418760704e-06,2.8897437554766066e-16,9.428976989322843e-17,6.665031311627765e-05,5.708491629621437e-19,1.3160976852295215e-16,2.257934356243819e-08,9.91040981501229e-09,4.706719544374632e-18,1.851909678330522e-05,7.702452467107926e-12,1.0334102563600694e-14,5.722917095423191e-09
red,object,0.9978273371903352,0.006977095169171484,3.840613899674801e-09,0.9859992169023425,0.0011179224679809033,0.9973381401455553,0.0011039118878827035,1.8351385972059412e-05,0.9860898534944587,0.009522556218244587,0.021103121845567233,0.0907600413355451,0.7502433006615167,0.00010482805023761187,0.025179402233645103,8.46099195518945e-08,0.45046525407527793,0.07622973132944565,6.059842269174405e-05,0.9682499335183005,3.174176646187308e-05,0.06579211062486594,0.0002804691854744157,0.31971870500436855,0.0003278255597478767,0.0006415769871307934,0.0004194865967326766,6.656302809896608e-06,9.209818312498098e-05,3.2339364023241174e-08,0.004981019370951247,3.251730030735614e-08,0.01673727598363527,2.096335084341128e-05,6.106775746668545e-15,0.997670759361962,1.5427527123749276e-06,4.6795804572426245e-09,1.142595657518242e-05,1.859111358845515e-07,7.3489881784366e-06,8.220196751378954e-05,1.5359885943624542e-06,1.0333863445507392e-09,2.6528104148109246e-05,0.7608615183595432,0.0001224138650505015,0.9999999552926329,0.2889454284372206,0.027649862843992068,0.0015031177957862513
rice,object,0.00012099873838750515,1.0455964929723833e-05,5.88682475913449e-12,1.2246883521717322e-10,4.853897842621825e-31,1.7138223351501183e-11,1.559740591493623e-13,2.3443846366503244e-08,0.0065057642931216865,3.9337982141909144e-14,2.1825857451764287e-23,1.287941962900295e-07,3.3121074479668705e-26,1.9262591458230926e-07,1.0068617513849157e-07,3.3607488666293865e-08,0.8627831730773905,4.158744400699874e-11,9.889090889571725e-14,0.00013527242734584838,0.0010369867728292357,6.717653395874934e-07,5.6148623057717266e-08,5.111345456136985e-11,1.3236761749570328e-08,8.337333660144312e-31,0.00025819222234403947,9.770736022544981e-15,7.02927136202205e-09,5.137651662116525e-16,2.4884408184778242e-06,0.18938984383621665,1.1586452443950857e-18,5.0120643509398715e-06,3.121272381870577e-07,7.132692124215749e-06,5.599209252127425e-07,1.1185430386280707e-08,2.7869657007967414e-09,8.436373735091059e-11,2.066018850582442e-06,3.0015663036987083e-05,7.729721599787103e-24,6.14533060799834e-05,0.00030458101883214364,1.3495979584515345e-10,1.509789312233887e-10,1.1904614158615133e-05,3.1649220127317116e-21,1.3070315458324339e-12,8.161851260716706e-10
russet,object,9.114129755968601e-10,1.525493710491848e-06,4.115150808564411e-09,2.1401240517362218e-11,1.2037861702116963e-08,3.329907772819157e-06,7.093211156767316e-07,4.744111299644947e-05,1.5891296749882557e-07,1.1485430205485382e-06,1.030080507592661e-09,2.0797957893094926e-05,3.5938133370343385e-06,1.369091995695988e-05,0.032600899276798746,6.07465328081024e-09,1.370367639501843e-06,1.1538316458057796e-05,7.010401584239136e-12,0.0004047980693434407,0.013291458190150297,0.0004990191277985725,3.0865311774431388e-06,8.501878018702908e-05,5.350764830858062e-06,1.1980548803966668e-06,3.511995493572025e-06,2.2593904895822206e-05,1.591806071009008e-07,2.553945350854465e-08,0.0005044426697914893,0.35250599723811926,1.5123924741716652e-05,0.00148131877260373,2.1127932265687273e-07,2.497884196215571e-07,0.0029074710314976383,0.0005996732594693145,0.003216318506869351,0.00032384499089768145,0.9992996018937111,0.0008278391292462494,2.2370068887609787e-10,1.7625342522094402e-10,0.00014176860284182584,3.5933281850299715e-05,2.9618869585596897e-07,0.0006234746719391133,5.029756502426495e-07,1.1636960647303713e-07,3.5342400280340917e-06
sauce,object,3.406807463346693e-10,6.824994415667627e-20,1.8028684792028048e-12,3.421011816205394e-18,4.825565525769209e-36,1.7329660796648297e-12,9.84903601259419e-32,3.2859474640975224e-29,0.0030074241795663044,6.102677345367597e-22,5.417912197749513e-40,2.71926964752035e-07,2.3979837325177945e-35,1.6002085434964123e-23,1.9668390502569361e-13,6.309120907907608e-12,1.744385080189832e-08,1.210445602330374e-16,1.5964783266430774e-27,0.01620591299141222,2.125421583851375e-10,3.3109507328721956e-10,1.8592050602398865e-35,2.5897077939804203e-14,3.5276140220956374e-23,1.0856375499165293e-51,3.909135464305152e-15,2.1932490529252774e-12,7.516984108792474e-23,0.00044648774270331516,0.0006411667582345229,4.935212933147126e-15,1.8226287872756126e-08,2.953238921512045e-10,2.4370214004976134e-11,3.0893969097518423e-09,4.4307551086693976e-08,4.839947186833537e-16,4.5744276457742867e-10,1.63891312531082e-12,5.589074455398827e-17,4.446418917387316e-12,7.587201773742367e-16,0.04012259587450853,3.204885944569402e-06,9.762850548146118e-21,2.3578470770589024e-33,3.703872866470916e-10,2.5596457306885184e-19,9.94782443906009e-18,0.00013232279952262477
scissors,object,1.3586247447731942e-08,8.006188879636194e-06,2.7430682197816492e-08,8.119710108329606e-10,3.9243038210538786e-11,3.456474718807733e-05,9.547730553850346e-07,5.3703146311341403e-05,1.8637343851894404e-08,5.497762694888687e-05,3.364564015906933e-11,0.0013129829876354488,0.008893998591423502,2.4111988869324933e-05,0.02373996291074035,3.6350876539814664e-10,9.419589932391932e-06,9.01583545634966e-08,3.398335751265597e-17,0.0002384952734186948,3.439542712862403e-05,1.9747842925963988e-07,5.8720624813685756e-08,1.3140313872635645e-05,2.391897042020372e-07,9.094785271886655e-07,1.3877522354781666e-07,6.574806665505693e-05,5.152596367703814e-12,5.8315809801666e-10,1.0207356053735138e-05,5.244672824738368e-08,0.003439090136391521,8.846052769736209e-06,0.0032286886814029934,1.700435327391016e-08,2.4264807652350715e-06,6.39262410097842e-05,0.00034210112160300364,0.9998156889784404,1.1402650840719921e-07,3.3383235103290475e-06,0.9999066766821418,1.1720216656304025e-12,3.736692104027038e-05,1.4341469788198622e-06,8.968121854577937e-10,6.656490927675425e-05,7.890797529171418e-05,8.037594866664539e-09,1.1725946233771313e-07
shampoo,object,3.7220712025800926e-10,2.1172168681516004e-07,3.0257627379540427e-09,1.6060462653958984e-09,1.3175315433010312e-07,2.8453853483554024e-08,8.400749270181883e-10,8.816278834554945e-07,8.412245491230342e-05,8.262511390399139e-08,3.734218351012504e-09,1.2611420270037066e-06,1.3508257968349206e-07,1.473569739469524e-06,1.88154773409138e-05,2.2558014012309395e-09,1.1782224437531095e-06,2.3819125317614145e-09,3.536783593221641e-17,6.4996432249417924e-09,0.000178617795826487,2.7576709502761157e-05,6.995464025450914e-07,6.107534922664682e-05,2.484405148868382e-08,6.971809352650553e-06,3.710488573317059e-06,3.4017282622105663e-06,2.0629860105009135e-11,2.131858931581136e-10,0.00016284282171519546,1.859990716821664e-05,0.0009539416151777076,6.232074841888269e-06,5.2799430494579885e-05,1.2284107879403642e-07,8.502839128754545e-06,0.001082218254439674,5.255440033685273e-06,2.985784342132579e-05,0.00033590159651853703,0.06738804801234763,3.5090477297671443e-10,0.9998050126553265,5.151983349382612e-07,0.00016488475021149128,1.0269926657588946e-06,0.0006446397905466399,1.1624814689420713e-07,1.5201659485426843e-08,0.005185627687009106
silver,object,3.506265434448561e-09,3.270118349230008e-07,3.990393701222162e-34,1.3740949243876968e-51,0.12435695621334514,1.378441062499395e-07,0.9999981288356571,9.261495044628552e-06,3.366627558108582e-31,0.9476136198386781,2.632504234560586e-09,3.1204282768081915e-11,0.9997954094626201,1.82805053381658e-08,0.9441861091191942,1.7520520322974182e-19,3.2294912621119954e-16,2.666878673926216e-18,2.881500985037993e-13,0.1219736439135471,1.5858880269069052e-13,0.14885380818093644,1.182937708529248e-40,6.829426988048474e-06,6.553604609578042e-06,1.0,6.070321323894366e-13,5.393747434746077e-17,7.388380317283357e-29,9.481156504884042e-29,9.641845888203341e-08,7.115130316176477e-16,2.389580274616485e-23,3.754318072628563e-14,4.322353625139932e-22,3.6330753711513926e-17,2.4490412129268144e-11,8.445315028034215e-07,1.1538777376141773e-05,0.005453142620277252,6.624652779242529e-22,7.941593833152764e-09,1.0371448953334407e-12,5.382493819410541e-18,1.3116596229610215e-10,8.46961075258019e-06,0.9999997738458727,6.676013620381686e-12,1.8756432625673997e-13,2.0888905093617558e-11,4.952476528500424e-15
small,object,1.2170453608140842e-19,0.9893766572520276,1.34145009294229e-49,1.1291767017941915e-15,1.4763337062302615e-21,1.1537631175598651e-12,1.5303625797148677e-14,1.2598045188872091e-05,1.1374439852948874e-21,2.6068276860438e-07,1.91298428688968e-25,4.3799779888462166e-23,1.9105741996273227e-28,0.9996945035318777,8.909512800468506e-17,1.0674137384241048e-16,1.7127606542558378e-21,4.3522239624630694e-08,9.7970065221959e-19,3.2190330520315997e-07,1.4848590237430992e-14,0.008568547241516927,1.9815858021608747e-12,5.061015301786252e-20,1.7064768321409484e-18,3.928698255143436e-45,1.9494387519943784e-10,5.437090641202668e-11,2.7130484057071354e-22,1.1087721904610703e-07,2.6508833428039353e-16,1.3435259814354102e-40,2.919043009270487e-11,7.897241327713594e-14,1.0539046237186479e-13,5.340462980476191e-18,3.49196455359417e-06,0.00875514256735566,5.992626380024587e-26,4.5856126331550504e-11,0.0003482909384152016,1.0699325570418791e-05,5.320766359332509e-24,1.3220112221386593e-45,4.129931127295612e-08,1.015393746890465e-12,0.9999941090614197,4.647382625115326e-09,4.9139442131928164e-18,4.9336115524958603e-23,4.2132684560226304e-08
smartphone,object,2.1251528460401316e-08,0.0005494474579353135,1.049240504124866e-10,2.3057187643038253e-09,1.6084993888472208e-06,2.640036691906961e-05,0.0004914512338335178,0.0001225859940483783,1.5945336083126853e-06,0.9999994652058173,4.031783377820173e-10,1.5016791716193623e-05,2.2425684903980508e-08,0.008952639810057636,0.007389440538366786,7.557001911361151e-10,1.1821472704208121e-06,1.8110307303545966e-07,1.63663611007128e-15,0.0019471213102367174,0.00015140970648584574,0.0012600805506157767,4.863912305133863e-11,5.8944909271713394e-05,7.1068568903776224e-09,1.7655379959794136e-08,4.103004067640586e-06,3.987296838197659e-06,1.9450898588053355e-09,2.669623731007338e-09,0.000402802038871603,1.158223540141824e-06,1.655323647539592e-05,6.76071628309527e-05,1.1549092761794677e-05,1.468568272639174e-07,7.163199893553335e-05,0.13172813999201552,4.197040812021433e-05,0.00012074540301554206,2.7100074545915814e-06,7.250860996262983e-05,2.834807941566935e-09,7.325589156355685e-09,9.265661068364654e-05,0.00016662160698785062,0.0005682209728860556,7.787888171432997e-05,1.490642497295973e-09,1.5614433653529915e-07,6.67610652800984e-07
snack,object,1.4607695872778868e-05,4.0762194380200824e-08,2.1364844071072504e-28,1.0574812097824584e-18,4.749944406385e-16,3.375377722778462e-09,5.540473139813993e-08,0.005135616022729412,3.387806349308933e-11,1.1905987757741745e-13,5.618842164199615e-07,4.967693978690668e-08,1.0145015381759595e-08,2.9410772478386656e-15,1.4521507349572182e-07,0.012294373197517153,0.9929165404166201,7.245558123780411e-09,7.919818659855399e-45,8.545080195439342e-08,4.434519191897507e-09,7.76265055232165e-12,2.9582287561103575e-27,1.4278851745221067e-10,0.16440962354750144,7.28711578421223e-09,2.6395029027850627e-21,1.4038855672083016e-08,2.1189817357232966e-06,1.858791381754418e-31,3.193542654289905e-09,5.816607082623313e-10,1.3716477219712766e-08,5.5167530251999977e-11,2.842275194225562e-07,8.056087831847417e-12,2.3871891378199545e-13,2.4973116926451776e-05,1.7854664877688907e-09,0.00028342501571388914,0.31245998128476093,1.2921495531833332e-06,3.883744819716064e-07,8.756980505224705e-09,5.884115832462801e-05,0.00389863696339611,2.0470860852824619e-19,4.0475411954401274e-08,5.2974000278258884e-17,3.1396348537110945e-05,1.616237965685729e-28
snyders,object,4.967501948467142e-06,3.709574668851183e-05,3.982478972751817e-19,1.4304452605326335e-13,3.330474707674391e-13,5.261505150562979e-10,5.443473276147024e-10,2.4846432941947626e-07,1.2404810736498927e-09,1.085523721466382e-09,9.330405638131706e-13,2.2078623209483587e-07,1.9639310424521198e-09,5.077431734626004e-06,0.00016570757431718733,0.0015430328917564798,1.2732829102233775e-07,8.655538185188912e-08,1.5681310709614237e-19,0.00019824829020868438,5.410676554602266e-13,1.806889220775724e-07,5.060936131012971e-18,2.410782981831708e-07,1.5972195369611133e-06,0.00027134175855586095,4.577596486575166e-09,4.4728266128563e-06,7.638834017080825e-10,1.0076223151494847e-09,2.3088293667527305e-06,4.558485054260107e-15,2.2603710835392535e-07,1.582859245823982e-08,1.7634678896946217e-07,6.7288966828046434e-09,3.036700124386351e-05,2.805106312417152e-05,2.2654591571721347e-08,1.3342569175845707e-05,2.8411196519692497e-06,4.2105234675062016e-06,2.1798924834425488e-11,6.775402132725302e-17,1.133762513215214e-05,1.5721639947078269e-06,1.0695932839597288e-10,1.4593242691948576e-05,4.9558442615287087e-11,1.4995840752191475e-08,2.425600026931737e-08
soccer,object,2.627649091377642e-06,0.04455219010535587,1.0352503269493555e-08,3.72012205102077e-07,3.559322301860923e-11,1.7476392376912544e-09,4.664118024164035e-07,0.0007933747985051367,0.003930643272664833,6.704000258393997e-07,1.1297372097765228e-12,2.4988063203689932e-08,7.958299592125272e-06,9.319656717298053e-05,7.614698878092714e-05,2.3903617441577794e-11,2.0100454049967847e-10,6.974671326166131e-05,7.74663727734597e-14,5.833813117577683e-07,0.00014569462893711181,4.794556360568822e-05,5.066772306479473e-07,4.9944175983222974e-08,4.868593591465171e-09,1.7171874232685208e-08,9.72728966044642e-08,2.6889431762282864e-05,3.836216236156505e-09,2.638865343120599e-08,6.8089464543435755e-06,3.081158914685326e-07,0.0003704395136945344,0.00014212782318489677,3.2509574950160233e-07,1.4618563725728593e-08,9.307618926460458e-07,0.0011358621247662148,6.193454647956902e-07,3.1091994974944656e-05,0.01812925418742307,0.002630008037457719,1.9572094560946326e-11,5.340393292559112e-15,1.2154718678197803e-05,7.537561718561116e-07,4.326708523390143e-07,0.0004183121980286642,5.6291046592672395e-05,2.00177993453266e-12,1.8028771051642277e-07
soda,object,5.12570415882988e-07,2.6994328179139713e-06,4.516121457079772e-09,9.983834470821871e-08,8.802857841209354e-08,3.8685569221774855e-06,9.237895410675301e-07,0.00044572379255273105,2.3020475620722906e-06,4.532831704557298e-07,1.6103115599409526e-10,3.3894511392555196e-07,0.0003167136846771769,9.118661252494683e-06,0.022020711773868735,2.3504289423296644e-09,2.1096872798634946e-06,0.0013525970309913448,1.5038036341023004e-13,6.662310262479044e-05,0.000726775228201801,0.0004568860133575765,2.574428824403677e-07,7.298954557601529e-05,9.743043376558238e-07,2.8894081420447567e-08,1.0809890278030366e-06,6.528428450438272e-05,2.755602163141136e-09,1.0283978037556792e-09,8.502315603324583e-05,4.205924494802466e-06,0.0001632075125445283,0.00014425952827616694,1.8606834425991517e-05,2.8013190249093773e-08,4.553361514224603e-06,0.0002683802404258056,0.00014388771568285362,0.0001229706307004635,6.237994188452258e-06,0.0013431471636084443,7.154944180395706e-09,5.031812857666284e-11,0.9999997195409467,7.832044914236676e-06,1.8130461374840106e-08,0.00034295436325110657,2.008829021321783e-06,3.099800128844013e-08,6.092150503345871e-07
soft,object,6.531664679722359e-29,2.3344570576722108e-36,9.487732763520006e-41,3.300579880072802e-35,1.2568063928600427e-26,4.187619048900176e-53,2.493596244305605e-47,4.659892514534801e-52,7.073764797665945e-12,2.0733062810341898e-18,1.6094642783823303e-26,1.4708073371296327e-27,3.1000572239869866e-39,5.0014307185246686e-64,4.59895642151228e-50,1.2764057276026601e-33,1.4526974816733447e-24,7.210042734201322e-21,3.827400674483996e-15,6.84231057721119e-27,4.851339561131001e-32,9.360783371115641e-09,9.319548463566592e-80,1.823683608549641e-22,4.3531886134788996e-40,6.323663999222584e-25,1.2398977927947315e-12,4.796950020317175e-05,1.6028247932469517e-76,1.1906576238459844e-17,0.9980259662604082,6.263152598117389e-26,8.705311980309542e-42,8.569595599972172e-16,4.077560535208408e-19,6.312300551979256e-32,2.0461663603400408e-35,1.4933136528521615e-34,2.4840207704793632e-21,8.402202695349995e-22,2.7228868081029452e-06,5.147601162857813e-10,5.230600796576693e-78,3.6851082154410855e-48,3.0513708592412057e-06,2.5520254521992464e-12,1.5401836230801246e-09,3.743698855359224e-07,6.956060369127703e-43,3.14783830513687e-26,2.852859686194541e-16
soup,object,6.421093162283041e-27,1.2774077734379867e-34,1.798581205872921e-31,3.039089897352239e-10,5.0454435503272247e-20,4.962613613553811e-07,8.138421554713438e-16,4.054207762670939e-10,8.496400408565666e-18,5.863726878546138e-25,3.2659936938200044e-33,1.3595963203826715e-13,1.0007776291701063e-07,8.866853963816303e-21,2.7296048259625806e-06,3.473545926957339e-25,5.390596739347962e-29,0.9999999999999976,3.6865992388373373e-09,3.317242638929173e-07,1.0137986085717428e-15,0.00015527303328631025,1.988508215742561e-09,3.270174410854734e-08,0.012571881182893022,5.118784113811214e-10,7.127587377992908e-08,3.314393153745068e-12,5.985454358062408e-22,1.9317641882305e-33,8.230150698266105e-05,3.993943392528536e-06,1.8159827159379093e-29,7.467937069610877e-23,4.2281962622210064e-17,1.1408245741503956e-21,1.3568614498170591e-36,1.3567800263175225e-09,5.638103920545439e-14,4.0338388220229695e-12,3.2130665243574587e-07,0.0038824518954404677,7.862369493741548e-36,9.714828462719166e-16,1.0631495150569777e-12,7.51432023618363e-07,3.5338459075541087e-22,7.075645247986659e-06,1.9618193760908493e-19,2.836791641534842e-22,1.562205586340762e-26
